chapter,subchapter,word,pos,meaning,english sentence,chinese sentence
社交與文化休閒 / Social & Cultural Leisure,媒體與娛樂 / Media & Entertainment,novel,n./adj.,小說,He’s reading a novel on the train ride home.,他在回家的火車上看小說。
社交與文化休閒 / Social & Cultural Leisure,媒體與娛樂 / Media & Entertainment,performance,n.,演出;表演;履行,The band gave a great performance at the festival.,樂團在音樂節上的演出非常精彩。
社交與文化休閒 / Social & Cultural Leisure,媒體與娛樂 / Media & Entertainment,article,n.,文章;報導,I read an article about the new film release.,我讀到一篇關於新片上映的報導。
社交與文化休閒 / Social & Cultural Leisure,媒體與娛樂 / Media & Entertainment,author,n.,作者;作家,The author will sign books at the event.,作者會在活動上為讀者簽書。
社交與文化休閒 / Social & Cultural Leisure,媒體與娛樂 / Media & Entertainment,caption,n./v.,標題;說明,Please add a caption under the photo before posting.,發文前請在照片下方加上說明文字。
社交與文化休閒 / Social & Cultural Leisure,媒體與娛樂 / Media & Entertainment,columnist,n.,專欄作家,The columnist writes weekly about workplace trends.,專欄作家每週撰寫職場趨勢文章。
社交與文化休閒 / Social & Cultural Leisure,媒體與娛樂 / Media & Entertainment,correspondent,n.,通訊記者;特派員,Our foreign correspondent reported from Paris.,我們的駐外記者從巴黎發回報導。
社交與文化休閒 / Social & Cultural Leisure,媒體與娛樂 / Media & Entertainment,documentary,n./adj.,紀錄片,The documentary highlights environmental issues.,這部紀錄片聚焦環境議題。
社交與文化休閒 / Social & Cultural Leisure,媒體與娛樂 / Media & Entertainment,editorial,n./adj.,社論,The newspaper published an editorial on education reform.,報紙刊登了一篇關於教育改革的社論。
社交與文化休閒 / Social & Cultural Leisure,媒體與娛樂 / Media & Entertainment,finale,n.,結局；樂曲的最後部分,The finale of the series aired last night.,該影集的大結局昨晚播出。
社交與文化休閒 / Social & Cultural Leisure,媒體與娛樂 / Media & Entertainment,media,n.,媒體,Social media is now a major form of media for young people.,社群媒體已成為年輕人主要的媒體形式。
社交與文化休閒 / Social & Cultural Leisure,媒體與娛樂 / Media & Entertainment,playwright,n.,劇作家,The playwright attended the opening night of his play.,劇作家出席了他作品的首演之夜。
社交與文化休閒 / Social & Cultural Leisure,媒體與娛樂 / Media & Entertainment,preview,n./v.,試映；預告片,The trailer gives a preview of the movie’s key scenes.,預告片讓觀眾先睹為快電影的重點片段。
社交與文化休閒 / Social & Cultural Leisure,媒體與娛樂 / Media & Entertainment,rehearsal,n.,預演；排練,The actors had a rehearsal before the live show.,演出前演員先進行彩排。
社交與文化休閒 / Social & Cultural Leisure,媒體與娛樂 / Media & Entertainment,screen,n./v.,隔板；螢幕；螢光屏,The screen went dark when the projector lost power.,投影機斷電時螢幕變黑了。
社交與文化休閒 / Social & Cultural Leisure,媒體與娛樂 / Media & Entertainment,stunt,n./v.,特技；噱頭,He did a dangerous stunt for the action film.,他為動作片做了一個危險特技。
社交與文化休閒 / Social & Cultural Leisure,媒體與娛樂 / Media & Entertainment,teater (theatre),n.,戲院；劇院,We went to the theatre to see a musical.,我們去劇院看一場音樂劇。
社交與文化休閒 / Social & Cultural Leisure,媒體與娛樂 / Media & Entertainment,violin,n.,小提琴,She plays the violin in the city orchestra.,她在市立交響樂團拉小提琴。
社交與文化休閒 / Social & Cultural Leisure,運動與休閒活動 / Sports & Leisure Activities,aerobics,n.,有氧運動,She attends aerobics classes twice a week to stay healthy.,她每週上兩次有氧課來維持健康。
社交與文化休閒 / Social & Cultural Leisure,運動與休閒活動 / Sports & Leisure Activities,coach,n./v.,教師；教練,Our coach reviewed the game footage with the team.,教練和球隊一起回看比賽影片。
社交與文化休閒 / Social & Cultural Leisure,運動與休閒活動 / Sports & Leisure Activities,compete,v.,競爭；比賽,They will compete against the top school in the final.,他們將在決賽對上最強的學校。
社交與文化休閒 / Social & Cultural Leisure,運動與休閒活動 / Sports & Leisure Activities,defeat,n./v.,失敗；擊敗,The team celebrated its defeat of the defending champions.,球隊慶祝擊敗衛冕冠軍。
社交與文化休閒 / Social & Cultural Leisure,運動與休閒活動 / Sports & Leisure Activities,fitness,n.,適合；恰當；身體健康,Regular exercise helps improve overall fitness.,規律運動有助提升整體體能。
社交與文化休閒 / Social & Cultural Leisure,運動與休閒活動 / Sports & Leisure Activities,gym,n.,健身房；體育館,I go to the gym after work to lift weights.,我下班後去健身房重訓。
社交與文化休閒 / Social & Cultural Leisure,運動與休閒活動 / Sports & Leisure Activities,league,n.,聯盟；同盟,He plays in a local basketball league on weekends.,他週末參加地方籃球聯盟比賽。
社交與文化休閒 / Social & Cultural Leisure,運動與休閒活動 / Sports & Leisure Activities,marathon,n.,馬拉松；耐力比賽,She trained for six months before running her first marathon.,她為了第一次跑馬拉松訓練了六個月。
社交與文化休閒 / Social & Cultural Leisure,運動與休閒活動 / Sports & Leisure Activities,mountaineering,n.,登山運動,Mountaineering requires careful planning and proper gear.,登山需要周密規劃與合適裝備。
社交與文化休閒 / Social & Cultural Leisure,運動與休閒活動 / Sports & Leisure Activities,participate,v.,參與；參加,All employees are encouraged to participate in the charity run.,公司鼓勵所有員工參加公益路跑。
社交與文化休閒 / Social & Cultural Leisure,運動與休閒活動 / Sports & Leisure Activities,recreation,n.,娛樂；消遣,Reading is my favorite form of recreation after work.,下班後閱讀是我最喜歡的休閒活動。
社交與文化休閒 / Social & Cultural Leisure,運動與休閒活動 / Sports & Leisure Activities,relaxation,n.,鬆弛；緩和；休息；娛樂,I need some relaxation after a busy week.,忙了一週後我需要好好放鬆。
社交與文化休閒 / Social & Cultural Leisure,運動與休閒活動 / Sports & Leisure Activities,rigor,n.,嚴格；嚴苛；艱苦,The training camp was intense and demanded real rigor.,這次訓練營強度很高，需要很大的嚴謹與毅力。
社交與文化休閒 / Social & Cultural Leisure,運動與休閒活動 / Sports & Leisure Activities,soccer,n.,足球,My son plays soccer every Saturday morning.,我兒子每週六早上踢足球。
社交與文化休閒 / Social & Cultural Leisure,運動與休閒活動 / Sports & Leisure Activities,stadium,n.,體育場,The concert will be held in the new stadium downtown.,演唱會將在市中心的新體育場舉行。
社交與文化休閒 / Social & Cultural Leisure,運動與休閒活動 / Sports & Leisure Activities,stroll,v./n.,散步；閒逛,We took a stroll along the river after dinner.,晚餐後我們沿著河邊散步。
社交與文化休閒 / Social & Cultural Leisure,運動與休閒活動 / Sports & Leisure Activities,surrender,v./n.,（向敵人）投降；放棄,The boxer refused to surrender even after being knocked down.,那名拳擊手即使被擊倒也不肯認輸。
社交與文化休閒 / Social & Cultural Leisure,運動與休閒活動 / Sports & Leisure Activities,time-out,n.,暫停,The coach called a time-out to adjust the strategy.,教練喊暫停來調整戰術。
社交與文化休閒 / Social & Cultural Leisure,運動與休閒活動 / Sports & Leisure Activities,trophy,n.,獎品；獎盃；戰利品,They lifted the trophy after winning the championship.,他們奪冠後高舉獎盃。
社交與文化休閒 / Social & Cultural Leisure,運動與休閒活動 / Sports & Leisure Activities,usher,n./v.,引座員；招待員,An usher showed us to our seats in the arena.,場館引導員帶我們到座位上。
社交與文化休閒 / Social & Cultural Leisure,運動與休閒活動 / Sports & Leisure Activities,billiards,n.,撞球,We played billiards at the club after dinner.,晚餐後我們在會所打撞球。
社交與文化休閒 / Social & Cultural Leisure,運動與休閒活動 / Sports & Leisure Activities,combative,adj.,好戰的；好鬥的,He became combative when his opponent kept provoking him.,對手一直挑釁時，他變得很有攻擊性。
社交與文化休閒 / Social & Cultural Leisure,運動與休閒活動 / Sports & Leisure Activities,default,n./v.,違約；棄權,The match was won by default because the other team didn’t show up.,因對手未到場，這場比賽以棄權判我方獲勝。
社交與文化休閒 / Social & Cultural Leisure,運動與休閒活動 / Sports & Leisure Activities,defense,n.,保護；防衛,"Their defense was solid, so we couldn’t score easily.",他們防守很穩，我們很難得分。
社交與文化休閒 / Social & Cultural Leisure,運動與休閒活動 / Sports & Leisure Activities,forfeit,n./v.,罰款；喪失,"If you arrive late again, you may have to forfeit the match.",你若再遲到，可能得被判棄權。
社交與文化休閒 / Social & Cultural Leisure,運動與休閒活動 / Sports & Leisure Activities,intensity,n.,強度；強烈,The intensity of the workout left me exhausted.,這次訓練強度讓我筋疲力盡。
社交與文化休閒 / Social & Cultural Leisure,運動與休閒活動 / Sports & Leisure Activities,leisure,n.,空閒；閒暇時間,I enjoy leisure activities like hiking and cycling.,我喜歡健行、騎車這類休閒活動。
社交與文化休閒 / Social & Cultural Leisure,運動與休閒活動 / Sports & Leisure Activities,massage,n./v.,按摩；揉捏,She booked a massage to relax her shoulders.,她預約按摩來放鬆肩膀。
社交與文化休閒 / Social & Cultural Leisure,運動與休閒活動 / Sports & Leisure Activities,muscle,n./v.,肌肉；力量,Stretching helps prevent muscle injuries.,伸展有助預防肌肉拉傷。
社交與文化休閒 / Social & Cultural Leisure,運動與休閒活動 / Sports & Leisure Activities,pastime,n.,娛樂；消遣,Watching baseball is a favorite pastime in my family.,看棒球是我們家最愛的消遣之一。
社交與文化休閒 / Social & Cultural Leisure,運動與休閒活動 / Sports & Leisure Activities,referee,n./v.,裁判員；仲裁者,The referee stopped the game to review the foul.,裁判暫停比賽以確認犯規。
社交與文化休閒 / Social & Cultural Leisure,運動與休閒活動 / Sports & Leisure Activities,runner-up,n.,第二名；亞軍,They finished as runner-up in the national tournament.,他們在全國賽拿到亞軍。
社交與文化休閒 / Social & Cultural Leisure,運動與休閒活動 / Sports & Leisure Activities,spectator,n.,觀眾；旁觀者,Spectators cheered as the players entered the court.,觀眾在球員進場時歡呼。
社交與文化休閒 / Social & Cultural Leisure,運動與休閒活動 / Sports & Leisure Activities,stretch,v./n.,伸張；伸開；伸展,Please stretch before you start running.,開始跑步前請先伸展。
